geometry,id,nom,departement_code,departement_nom,type_zone,niveau,niveau_label,severity,debut,fin,arrete_numero,detail,date_maj
"{""type"":""Polygon"",""coordinates"":[[[-0.949433681,45.654118129],[-0.624822557,45.608708677],[-0.613231802,45.533690934],[-0.949433681,45.654118129]]]}",1980144,Bassin de la Seudre moyenne,17,Charente-Maritime,SOU,alerte,Alerte,2,2026-07-09,2026-10-31,26EB467,"Eaux souterraines<br><b style=""color:orange"">Alerte</b><br>9 juil. 2026→31 oct. 2026<br><i>Bassin de la Seudre moyenne</i>",12 juil. 2026
"{""type"":""MultiPolygon"",""coordinates"":[[[[-0.423274656,46.1075729],[-0.428107875,46.10784825],[-0.423070381,46.111207064],[-0.423274656,46.1075729]]],[[[-0.672825235,46.075534629],[-0.291652128,46.087682335],[-0.200962866,45.982204623],[-0.508395196,45.853981801],[-0.848109896,45.928589665],[-0.672825235,46.075534629]]]]}",1980148,Bassin de la Boutonne aval et moyenne,17,Charente-Maritime,SUP,alerte,Alerte,2,2026-07-09,2026-10-31,26EB467,"Eaux de surface<br><b style=""color:orange"">Alerte</b><br>9 juil. 2026→31 oct. 2026<br><i>Bassin de la Boutonne aval et moyenne</i>",12 juil. 2026
"{""type"":""MultiPolygon"",""coordinates"":[[[[-0.423274656,46.1075729],[-0.428107875,46.10784825],[-0.423070381,46.111207064],[-0.423274656,46.1075729]]],[[[-0.672825235,46.075534629],[-0.291652128,46.087682335],[-0.200962866,45.982204623],[-0.508395196,45.853981801],[-0.848109896,45.928589665],[-0.672825235,46.075534629]]]]}",1980149,Bassin de la Boutonne aval et moyenne,17,Charente-Maritime,SOU,alerte,Alerte,2,2026-07-09,2026-10-31,26EB467,"Eaux souterraines<br><b style=""color:orange"">Alerte</b><br>9 juil. 2026→31 oct. 2026<br><i>Bassin de la Boutonne aval et moyenne</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[-1.140906672,45.824457487],[-0.885218094,45.774902057],[-0.809694994,45.701675075],[-0.93150459,45.618385131],[-1.106554826,45.664357411],[-1.20649373,45.722679634],[-1.140906672,45.824457487]]]}",1980150,Bassin de la Seudre aval,17,Charente-Maritime,SUP,alerte,Alerte,2,2026-07-09,2026-10-31,26EB467,"Eaux de surface<br><b style=""color:orange"">Alerte</b><br>9 juil. 2026→31 oct. 2026<br><i>Bassin de la Seudre aval</i>",12 juil. 2026
"{""type"":""MultiPolygon"",""coordinates"":[[[[-0.399833965,45.735517053],[-0.452648245,45.708258805],[-0.454221316,45.736549512],[-0.399833965,45.735517053]]],[[[-0.137167747,45.823477421],[-0.427738037,45.763308118],[-0.511039541,45.85391072],[-0.18773184,45.981561271],[-0.137167747,45.823477421]]]]}",1980151,Bassin de l'Antenne-Rouzille,17,Charente-Maritime,SUP,alerte,Alerte,2,2026-07-09,2026-10-31,26EB467,"Eaux de surface<br><b style=""color:orange"">Alerte</b><br>9 juil. 2026→31 oct. 2026<br><i>Bassin de l'Antenne-Rouzille</i>",12 juil. 2026
"{""type"":""MultiPolygon"",""coordinates"":[[[[-0.137167747,45.823477421],[-0.427738037,45.763308118],[-0.511039541,45.85391072],[-0.18773184,45.981561271],[-0.137167747,45.823477421]]],[[[-0.399833965,45.735517053],[-0.452648245,45.708258805],[-0.454221316,45.736549512],[-0.399833965,45.735517053]]]]}",1980152,Bassin de l'Antenne-Rouzille,17,Charente-Maritime,SOU,alerte,Alerte,2,2026-07-09,2026-10-31,26EB467,"Eaux souterraines<br><b style=""color:orange"">Alerte</b><br>9 juil. 2026→31 oct. 2026<br><i>Bassin de l'Antenne-Rouzille</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[5.502719555,48.409193602],[4.99932785,48.614837353],[5.0092204,48.741391453],[4.889557637,48.798215146],[4.914796193,48.900099652],[5.188733327,48.946827109],[5.261434074,48.797715471],[5.537808406,48.65727689],[5.602342216,48.501523556],[5.502719555,48.409193602]]]}",1977237,Bassin Saulx-Ornain partie du département 55,55,Meuse,AEP,alerte,Alerte,2,2026-07-08,2026-08-08,11583-2026-DDT-SE,"Eau du robinet<br><b style=""color:orange"">Alerte</b><br>8 juil. 2026→8 août 2026<br><i>Bassin Saulx-Ornain partie du département 55</i>",12 juil. 2026
"{""type"":""MultiPolygon"",""coordinates"":[[[[-0.107146,43.371271],[-0.069018,43.311987],[-0.110676,43.312439],[-0.107146,43.371271]]],[[[-0.07944,43.271693],[-0.140713,43.271887],[-0.111954,43.310675],[-0.07944,43.271693]]],[[[-0.016061,42.685047],[-0.313252,42.849403],[-0.287739,43.005293],[0.029794,43.346115],[-0.000877,43.445108],[-0.067138,43.410399],[-0.017383,43.472143],[-0.073926,43.606489],[0.116599,43.514983],[0.181771,43.371235],[0.635656,43.301233],[0.441682,43.130964],[0.646118,42.960299],[0.460209,42.852006],[0.482491,42.702729],[-0.016061,42.685047]]]]}",1978311,Zone AEP départementale,65,Hautes-Pyrénées,AEP,alerte,Alerte,2,2026-07-11,2026-10-31,65-2026-07-10-00006,"Eau du robinet<br><b style=""color:orange"">Alerte</b><br>11 juil. 2026→31 oct. 2026<br><i>Zone AEP départementale</i>",12 juil. 2026
"{""type"":""MultiPolygon"",""coordinates"":[[[[-0.394053717,43.567635793],[-0.527354018,43.6512882],[-0.604206406,43.736652637],[-0.565656825,43.72928706],[-0.556431546,43.711389748],[-0.505256635,43.660393955],[-0.487196575,43.64567993],[-0.449241583,43.631551741],[-0.39398807,43.570709134],[-0.379225746,43.566757369],[-0.394053717,43.567635793]]],[[[-0.537257081,43.700560184],[-0.414902427,43.614465014],[-0.376927705,43.576272452],[-0.339412486,43.556995132],[-0.390961234,43.572907123],[-0.400495102,43.594780119],[-0.537257081,43.700560184]]],[[[-0.61011979,43.740260129],[-0.521223477,43.742438814],[-0.491404978,43.712906371],[-0.61011979,43.740260129]]]]}",1976348,Bassin du Gabas (Gabas2-40),40,Landes,SUP,alerte,Alerte,2,2026-07-11,2026-10-31,AP ACI Adour 2026-948,"Eaux de surface<br><b style=""color:orange"">Alerte</b><br>11 juil. 2026→31 oct. 2026<br><i>Bassin du Gabas (Gabas2-40)</i>",12 juil. 2026
"{""type"":""MultiPolygon"",""coordinates"":[[[[-0.537257081,43.700560184],[-0.414902427,43.614465014],[-0.376927705,43.576272452],[-0.339412486,43.556995132],[-0.390961234,43.572907123],[-0.400495102,43.594780119],[-0.537257081,43.700560184]]],[[[-0.61011979,43.740260129],[-0.521223477,43.742438814],[-0.491404978,43.712906371],[-0.538415249,43.704326338],[-0.572918018,43.739075031],[-0.61011979,43.740260129]]],[[[-0.394053717,43.567635793],[-0.527354018,43.6512882],[-0.604206406,43.736652637],[-0.565656825,43.72928706],[-0.505256635,43.660393955],[-0.449241583,43.631551741],[-0.39398807,43.570709134],[-0.379225746,43.566757369],[-0.394053717,43.567635793]]]]}",1976350,Bassin du Gabas (Gabas2-40),40,Landes,SOU,alerte,Alerte,2,2026-07-11,2026-10-31,AP ACI Adour 2026-948,"Eaux souterraines<br><b style=""color:orange"">Alerte</b><br>11 juil. 2026→31 oct. 2026<br><i>Bassin du Gabas (Gabas2-40)</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[-0.539106795,43.767969619],[-0.480786894,43.763610495],[-0.363557246,43.708083396],[-0.313577831,43.651718158],[-0.292882735,43.568108226],[-0.539106795,43.767969619]]]}",1976352,Bassin du Bahus-40,40,Landes,SUP,alerte,Alerte,2,2026-07-11,2026-10-31,AP ACI Adour 2026-948,"Eaux de surface<br><b style=""color:orange"">Alerte</b><br>11 juil. 2026→31 oct. 2026<br><i>Bassin du Bahus-40</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[-0.320411026,43.556413839],[-0.503166258,43.70227642],[-0.537468782,43.704655546],[-0.483894929,43.712356311],[-0.34618691,43.656708091],[-0.320411026,43.556413839]],[[-0.348939781,43.609027962],[-0.352653972,43.607717423],[-0.350356199,43.587928211],[-0.344873312,43.584497289],[-0.348939781,43.609027962]]]}",1976353,Bassin du Bas,40,Landes,SOU,alerte,Alerte,2,2026-07-11,2026-10-31,AP ACI Adour 2026-948,"Eaux souterraines<br><b style=""color:orange"">Alerte</b><br>11 juil. 2026→31 oct. 2026<br><i>Bassin du Bas</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[-0.688450486,43.547824348],[-0.68977431,43.54524186],[-0.707662285,43.558227858],[-0.688450486,43.547824348]]]}",1978257,Le Luy du Béarn aval réalimenté,64,Pyrénées-Atlantiques,SUP,alerte,Alerte,2,2026-07-11,2026-07-12,AP-64-2026-07-09-00009_ZRE,"Eaux de surface<br><b style=""color:orange"">Alerte</b><br>11 juil. 2026→12 juil. 2026<br><i>Le Luy du Béarn aval réalimenté</i>",12 juil. 2026
"{""type"":""MultiPolygon"",""coordinates"":[[[[0.312651917,42.975015447],[0.13328396,43.124353416],[0.149795006,43.405127073],[0.288933747,43.311886823],[0.292339168,43.177807599],[0.359870855,43.059406871],[0.312651917,42.975015447]]],[[[0.136576685,43.429413185],[0.091074302,43.492215044],[0.064858134,43.520403891],[0.116598825,43.514982507],[0.136576685,43.429413185]]],[[[0.335702753,43.104380736],[0.335867693,43.111208892],[0.337088697,43.112809806],[0.335702753,43.104380736]]]]}",1978309,BV de l'Arros et de l'Estéous,65,Hautes-Pyrénées,SUP,alerte,Alerte,2,2026-07-11,2026-10-31,65-2026-07-10-00005,"Eaux de surface<br><b style=""color:orange"">Alerte</b><br>11 juil. 2026→31 oct. 2026<br><i>BV de l'Arros et de l'Estéous</i>",12 juil. 2026
"{""type"":""MultiPolygon"",""coordinates"":[[[[0.130450678,43.141270724],[0.312651917,42.975015447],[0.359870855,43.059406871],[0.292339168,43.177807599],[0.288933747,43.311886823],[0.149795006,43.405127073],[0.130450678,43.141270724]]],[[[0.116893187,43.450026435],[0.16615706,43.444604059],[0.064858134,43.520403891],[0.116893187,43.450026435]]],[[[0.335702753,43.104380736],[0.335867693,43.111208892],[0.337088697,43.112809806],[0.335702753,43.104380736]]]]}",1978310,BV de l'Arros et de l'Estéous,65,Hautes-Pyrénées,SOU,alerte,Alerte,2,2026-07-11,2026-10-31,65-2026-07-10-00005,"Eaux souterraines<br><b style=""color:orange"">Alerte</b><br>11 juil. 2026→31 oct. 2026<br><i>BV de l'Arros et de l'Estéous</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[-0.772287209,43.632318814],[-0.732474159,43.582348498],[-0.707521056,43.553897788],[-0.771085003,43.602602169],[-0.778778311,43.616991345],[-0.772287209,43.632318814]]]}",1976355,Luy de Béarn réalimenté-40,40,Landes,SUP,alerte,Alerte,2,2026-07-11,2026-10-31,AP ACI Adour 2026-948,"Eaux de surface<br><b style=""color:orange"">Alerte</b><br>11 juil. 2026→31 oct. 2026<br><i>Luy de Béarn réalimenté-40</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[1.196473419,48.857147212],[0.859019434,49.008687701],[0.907983995,49.087353248],[1.06689829,49.057703693],[0.934889173,49.199949207],[1.217062065,49.176212249],[1.13712355,49.104426266],[1.230768497,49.037008502],[1.142116827,48.991821025],[1.219595938,48.938425652],[1.196473419,48.857147212]]]}",1974875,ITON AVAL,27,Eure,SOU,alerte,Alerte,2,2026-07-02,2026-10-01,DDTM/SEBF/2026-176,"Eaux souterraines<br><b style=""color:orange"">Alerte</b><br>2 juil. 2026→1 oct. 2026<br><i>ITON AVAL</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[0.886091127,48.765541318],[0.703766155,48.791529295],[0.786646413,48.829764723],[0.80647174,49.001603773],[0.943547857,49.009834965],[0.972081823,48.907936596],[1.093662481,48.934954834],[1.16730204,48.863201449],[0.886091127,48.765541318]]]}",1974876,ITON AMONT,27,Eure,SUP,alerte,Alerte,2,2026-07-02,2026-10-01,DDTM/SEBF/2026-176,"Eaux de surface<br><b style=""color:orange"">Alerte</b><br>2 juil. 2026→1 oct. 2026<br><i>ITON AMONT</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[0.886091127,48.765541318],[0.703766155,48.791529295],[0.786646413,48.829764723],[0.80647174,49.001603773],[0.943547857,49.009834965],[0.972081823,48.907936596],[1.093662481,48.934954834],[1.16730204,48.863201449],[0.886091127,48.765541318]]]}",1974877,ITON AMONT,27,Eure,SOU,alerte,Alerte,2,2026-07-02,2026-10-01,DDTM/SEBF/2026-176,"Eaux souterraines<br><b style=""color:orange"">Alerte</b><br>2 juil. 2026→1 oct. 2026<br><i>ITON AMONT</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[0.521975268,49.149798856],[0.736130814,49.101744984],[0.591122366,49.026077252],[0.551281204,48.874427753],[0.420581342,48.886927732],[0.446293719,49.018881048],[0.366996899,49.052231328],[0.521975268,49.149798856]]]}",1974880,CHARENTONNE,27,Eure,SUP,alerte,Alerte,2,2026-07-02,2026-10-01,DDTM/SEBF/2026-176,"Eaux de surface<br><b style=""color:orange"">Alerte</b><br>2 juil. 2026→1 oct. 2026<br><i>CHARENTONNE</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[0.521975268,49.149798856],[0.736130814,49.101744984],[0.591122366,49.026077252],[0.551281204,48.874427753],[0.420581342,48.886927732],[0.446293719,49.018881048],[0.366996899,49.052231328],[0.521975268,49.149798856]]]}",1974881,CHARENTONNE,27,Eure,SOU,alerte,Alerte,2,2026-07-02,2026-10-01,DDTM/SEBF/2026-176,"Eaux souterraines<br><b style=""color:orange"">Alerte</b><br>2 juil. 2026→1 oct. 2026<br><i>CHARENTONNE</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[1.196473419,48.857147212],[0.859019434,49.008687701],[0.907983995,49.087353248],[1.06689829,49.057703693],[0.934889173,49.199949207],[1.217062065,49.176212249],[1.13712355,49.104426266],[1.230768497,49.037008502],[1.142116827,48.991821025],[1.219595938,48.938425652],[1.196473419,48.857147212]]]}",1974884,ITON AVAL,27,Eure,AEP,alerte,Alerte,2,2026-07-02,2026-10-01,DDTM/SEBF/2026-176,"Eau du robinet<br><b style=""color:orange"">Alerte</b><br>2 juil. 2026→1 oct. 2026<br><i>ITON AVAL</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[0.781745102,48.972545611],[0.786646413,48.829764723],[0.703766155,48.791529295],[0.520627313,48.907348648],[0.727724275,49.119295325],[0.889756756,49.046505597],[0.781745102,48.972545611]]]}",1974888,RISLE AMONT,27,Eure,AEP,alerte,Alerte,2,2026-07-02,2026-10-01,DDTM/SEBF/2026-176,"Eau du robinet<br><b style=""color:orange"">Alerte</b><br>2 juil. 2026→1 oct. 2026<br><i>RISLE AMONT</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[0.885870365,48.76534667],[0.703766155,48.791529295],[0.786646413,48.829764723],[0.80647174,49.001603773],[0.943547857,49.009834965],[0.972081823,48.907936596],[1.093662481,48.934954834],[1.16730204,48.863201449],[0.885870365,48.76534667]]]}",1974889,ITON AMONT,27,Eure,AEP,alerte,Alerte,2,2026-07-02,2026-10-01,DDTM/SEBF/2026-176,"Eau du robinet<br><b style=""color:orange"">Alerte</b><br>2 juil. 2026→1 oct. 2026<br><i>ITON AMONT</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[0.52194366,49.150258756],[0.736130814,49.101744984],[0.591122366,49.026077252],[0.551281204,48.874427753],[0.420581342,48.886927732],[0.446293719,49.018881048],[0.366996899,49.052231328],[0.52194366,49.150258756]]]}",1974890,CHARENTONNE,27,Eure,AEP,alerte,Alerte,2,2026-07-02,2026-10-01,DDTM/SEBF/2026-176,"Eau du robinet<br><b style=""color:orange"">Alerte</b><br>2 juil. 2026→1 oct. 2026<br><i>CHARENTONNE</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[-0.320000457,44.979776034],[-0.422178417,45.131301802],[-0.442530851,45.237201095],[-0.383484107,45.143552722],[-0.111774863,45.115357337],[-0.320000457,44.979776034]]]}",1975081,ZA Saye – Meudon – Lary,33,Gironde,SUP,alerte,Alerte,2,2026-07-03,,SEN/2026/06/29-652,"Eaux de surface<br><b style=""color:orange"">Alerte</b><br>depuis 3 juil. 2026<br><i>ZA Saye – Meudon – Lary</i>",12 juil. 2026
"{""type"":""MultiPolygon"",""coordinates"":[[[[-0.825234854,44.943575694],[-0.882768959,44.835542235],[-1.16255316,44.780820653],[-1.257018583,44.624761092],[-1.173130568,45.215398083],[-0.909800679,45.191028147],[-0.895414461,44.977109859],[-0.825234854,44.943575694]]],[[[-1.241101567,44.642733894],[-1.24178345,44.641459048],[-1.243293326,44.645490561],[-1.241101567,44.642733894]]]]}",1975082,ZA des Lacs Médocains,33,Gironde,SUP,alerte,Alerte,2,2026-07-03,,SEN/2026/06/29-652,"Eaux de surface<br><b style=""color:orange"">Alerte</b><br>depuis 3 juil. 2026<br><i>ZA des Lacs Médocains</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[1.017238623,44.507864982],[0.981513351,44.544440999],[1.103214346,44.571734741],[1.146679064,44.67031468],[1.209798839,44.623283474],[1.017238623,44.507864982]]]}",1976682,La Thèze,46,Lot,SUP,alerte,Alerte,2,2026-07-11,2026-10-31,AP_E_2026_192,"Eaux de surface<br><b style=""color:orange"">Alerte</b><br>11 juil. 2026→31 oct. 2026<br><i>La Thèze</i>",12 juil. 2026
"{""type"":""MultiPolygon"",""coordinates"":[[[[-0.341142615,43.758656755],[-0.297679752,43.600815433],[-0.442127947,43.771697921],[-0.341142615,43.758656755]]],[[[-0.440918016,43.781579807],[-0.440967712,43.779700733],[-0.441294777,43.781776948],[-0.440918016,43.781579807]]],[[[-0.447627563,43.775364131],[-0.447024708,43.775057031],[-0.446928928,43.774902268],[-0.447627563,43.775364131]]],[[[-0.444034626,43.773208015],[-0.443502324,43.772636792],[-0.44453184,43.773317479],[-0.444034626,43.773208015]]],[[[-0.414813606,43.775527123],[-0.335746004,43.824434949],[-0.226604911,43.789701535],[-0.195062718,43.742182474],[-0.414813606,43.775527123]]]]}",1976359,Bassin de l''Adour (Adour2-40),40,Landes,SUP,alerte,Alerte,2,2026-07-11,2026-10-31,AP ACI Adour 2026-948,"Eaux de surface<br><b style=""color:orange"">Alerte</b><br>11 juil. 2026→31 oct. 2026<br><i>Bassin de l''Adour (Adour2-40)</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[3.065687,48.283664],[3.190723,48.224883],[3.161679,47.991394],[2.934745,48.167394],[3.065687,48.283664]]]}",1979584,Zone de gestion Nord Yonne,89,Yonne,SUP,alerte,Alerte,2,2026-06-30,2026-07-13,DDT/SEE/2026/0054,"Eaux de surface<br><b style=""color:orange"">Alerte</b><br>30 juin 2026→13 juil. 2026<br><i>Zone de gestion Nord Yonne</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[3.020088,47.746207],[3.009298,47.905541],[3.142387,47.992241],[3.209017,47.818813],[3.46497,47.650281],[3.202749,47.608847],[3.020088,47.746207]]]}",1979598,Zone de gestion Ouanne,89,Yonne,SUP,alerte,Alerte,2,2026-06-30,2026-07-13,DDT/SEE/2026/0054,"Eaux de surface<br><b style=""color:orange"">Alerte</b><br>30 juin 2026→13 juil. 2026<br><i>Zone de gestion Ouanne</i>",12 juil. 2026
"{""type"":""MultiPolygon"",""coordinates"":[[[[4.184724,47.927243],[4.140159,47.942755],[4.184166,47.955894],[4.184724,47.927243]]],[[[3.624176,48.085039],[3.71085,48.007792],[3.806986382,48.084148935],[3.903435,47.938436],[3.507272,47.948263],[3.624176,48.085039]]]]}",1979606,Zone de gestion Armançon Aval,89,Yonne,SOU,alerte,Alerte,2,2026-06-30,2026-07-13,DDT/SEE/2026/0054,"Eaux souterraines<br><b style=""color:orange"">Alerte</b><br>30 juin 2026→13 juil. 2026<br><i>Zone de gestion Armançon Aval</i>",12 juil. 2026
"{""type"":""MultiPolygon"",""coordinates"":[]}",1979629,Zone de gestion Ouanne,89,Yonne,AEP,alerte,Alerte,2,2026-06-30,2026-07-13,DDT/SEE/2026/0054,"Eau du robinet<br><b style=""color:orange"">Alerte</b><br>30 juin 2026→13 juil. 2026<br><i>Zone de gestion Ouanne</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[0.2525573,45.289448758],[0.371229223,45.149996597],[-0.041020405,45.103402693],[0.008567588,45.202834699],[0.2525573,45.289448758]]]}",1974812,Dronne - Dronne aval,24,Dordogne,SUP,alerte,Alerte,2,2026-07-11,2026-10-31,Arrêté n° DDT/SEER/2026-013,"Eaux de surface<br><b style=""color:orange"">Alerte</b><br>11 juil. 2026→31 oct. 2026<br><i>Dronne - Dronne aval</i>",12 juil. 2026
"{""type"":""MultiPolygon"",""coordinates"":[[[[5.508991,45.252435],[5.528049,45.194725],[5.478805,45.21466],[5.508991,45.252435]]],[[[5.356553,45.137347],[5.384522,45.155351],[5.409597,45.155492],[5.442554,45.116191],[5.356553,45.137347]]],[[[5.244343,45.060994],[5.331768,45.125483],[5.360132,45.096395],[5.244343,45.060994]]]]}",1975791,Terrasses de l'Isère rive gauche,38,Isère,AEP,alerte,Alerte,2,2026-07-10,2026-09-30,38-2026-07-10-00007,"Eau du robinet<br><b style=""color:orange"">Alerte</b><br>10 juil. 2026→30 sept. 2026<br><i>Terrasses de l'Isère rive gauche</i>",12 juil. 2026
"{""type"":""MultiPolygon"",""coordinates"":[[[[0.555793697,46.986072667],[0.599428674,46.956164218],[0.508204669,46.957587659],[0.555793697,46.986072667]]],[[[0.707655219,47.08434793],[0.482734246,47.019327917],[0.483713882,47.110973833],[0.370080101,47.041099987],[0.290366329,47.145383864],[0.080038782,47.138605148],[0.053578443,47.199316857],[0.352242003,47.194428434],[0.603944401,47.098829107],[0.556392436,47.056865822],[0.707655219,47.08434793]]]]}",1975468,Bassin de la Vienne (Vn1),37,Indre-et-Loire,SOU,alerte,Alerte,2,2026-07-05,2026-07-11,Arrêté du 03 JUILLET 2026,"Eaux souterraines<br><b style=""color:orange"">Alerte</b><br>5 juil. 2026→11 juil. 2026<br><i>Bassin de la Vienne (Vn1)</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[1.026998389,46.889058414],[0.968927781,46.791446285],[0.705126715,46.941936772],[0.897364765,46.868350411],[1.026998389,46.889058414]]]}",1975469,Bassin de la Claise,37,Indre-et-Loire,SUP,alerte,Alerte,2,2026-07-05,2026-07-11,Arrêté du 03 JUILLET 2026,"Eaux de surface<br><b style=""color:orange"">Alerte</b><br>5 juil. 2026→11 juil. 2026<br><i>Bassin de la Claise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[1.642357142,43.784173222],[1.69229899,43.764164395],[1.651178889,43.755509503],[1.642357142,43.784173222]]]}",1979352,Le Tarn aval de l’Agout à la confluence avec la Garonne,81,Tarn,SUP,alerte,Alerte,2,2026-07-11,2026-10-31,260709,"Eaux de surface<br><b style=""color:orange"">Alerte</b><br>11 juil. 2026→31 oct. 2026<br><i>Le Tarn aval de l’Agout à la confluence avec la Garonne</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[0.759403786,48.767579054],[0.357109462,48.667057338],[0.382889234,48.911461743],[0.595031504,48.888570518],[0.759403786,48.767579054]]]}",1978136,RISLE - CHARENTONNE - GUIEL,61,Orne,SUP,alerte,Alerte,2,2026-07-11,2026-10-31,2350-26-00053,"Eaux de surface<br><b style=""color:orange"">Alerte</b><br>11 juil. 2026→31 oct. 2026<br><i>RISLE - CHARENTONNE - GUIEL</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[0.831755678,48.633419086],[0.689200789,48.664177581],[0.64926888,48.657345825],[0.752694758,48.704115602],[0.831755678,48.633419086]]]}",1978138,AVRE,61,Orne,SUP,alerte,Alerte,2,2026-07-11,2026-10-31,2350-26-00053,"Eaux de surface<br><b style=""color:orange"">Alerte</b><br>11 juil. 2026→31 oct. 2026<br><i>AVRE</i>",12 juil. 2026
